lastAppOpenAction lastAudioCable lastLocationChanged lastChargeCable lastWiFiConnected lastDataConnected lastBluetoothConnected lastLightChanged packName
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.nuomi]
AppOpenAction[com.nuomi] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.nuomi]
AppOpenAction[com.nuomi] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.nuomi]
AppOpenAction[com.nuomi] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.nuomi]
AppOpenAction[com.nuomi] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.nuomi]
AppOpenAction[com.nuomi] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.nuomi]
AppOpenAction[com.nuomi] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.android.mms]
AppOpenAction[com.android.mms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.nuomi]
null null null null null null null null AppOpenAction[com.android.stk]
AppOpenAction[com.android.stk] null null null null null null null AppOpenAction[com.android.alarmclock]
AppOpenAction[com.android.alarmclock] null null null null null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null null null null DataConnectedAction[] null null AppOpenAction[com.supercell.clashroyale]
AppOpenAction[com.supercell.clashroyale] null LocationChangedAction[] null null DataConnectedAction[] null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null DataConnectedAction[] null null AppOpenAction[com.supercell.clashroyale]
AppOpenAction[com.supercell.clashroyale] null LocationChangedAction[] null null DataConnectedAction[] null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null DataConnectedAction[] null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null null DataConnectedAction[] null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null DataConnectedAction[] null null AppOpenAction[com.tencent.mm]
null null null null null null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null null null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null null null null null null null AppOpenAction[com.meizu.media.video]
AppOpenAction[com.meizu.media.video] null null null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.android.dialer]
AppOpenAction[com.android.dialer] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.meizu.media.reader]
AppOpenAction[com.meizu.media.reader] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.android.browser]
AppOpenAction[com.android.browser] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
null null null null null null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null null null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null null null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null null null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null null null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.supercell.clashroyale]
AppOpenAction[com.supercell.clashroyale] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.browser]
AppOpenAction[com.android.browser] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.alarmclock]
AppOpenAction[com.android.alarmclock] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.providers.downloads]
AppOpenAction[com.android.providers.downloads] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.meizu.filemanager]
AppOpenAction[com.meizu.filemanager] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.meizu.media.gallery]
AppOpenAction[com.meizu.media.gallery] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.meizu.media.gallery]
AppOpenAction[com.meizu.media.gallery] null LocationChangedAction[] null null null null null AppOpenAction[com.meizu.filemanager]
AppOpenAction[com.meizu.filemanager] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.meizu.net.search]
AppOpenAction[com.meizu.net.search] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.browser]
AppOpenAction[com.android.browser] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.browser]
AppOpenAction[com.android.browser] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.providers.downloads]
AppOpenAction[com.android.providers.downloads] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.meizu.filemanager]
AppOpenAction[com.meizu.filemanager] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.browser]
AppOpenAction[com.android.browser] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.browser]
AppOpenAction[com.android.browser] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.browser]
AppOpenAction[com.android.browser] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.meizu.filemanager]
AppOpenAction[com.meizu.filemanager] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.meizu.media.gallery]
AppOpenAction[com.meizu.media.gallery] null null null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.baidu.tieba]
null null null null null null null null AppOpenAction[com.baidu.tieba]
AppOpenAction[com.baidu.tieba] null null null null null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null null null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null null null null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null null null null null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null LightChangedAction[draker] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.meizu.media.camera]
AppOpenAction[com.meizu.media.camera] null LocationChangedAction[] null null null null LightChangedAction[draker] AppOpenAction[com.meizu.media.gallery]
AppOpenAction[com.meizu.media.gallery] null LocationChangedAction[] null null null null LightChangedAction[draker] AppOpenAction[com.meizu.media.camera]
AppOpenAction[com.meizu.media.camera] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.meizu.media.gallery]
AppOpenAction[com.meizu.media.gallery] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null LightChangedAction[draker] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null null DataConnectedAction[] null LightChangedAction[draker] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null DataConnectedAction[] null LightChangedAction[draker] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null DataConnectedAction[] null LightChangedAction[draker] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null DataConnectedAction[] null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null DataConnectedAction[] null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[me.ele]
AppOpenAction[me.ele] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[me.ele]
AppOpenAction[me.ele] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[me.ele]
AppOpenAction[me.ele] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[draker] AppOpenAction[com.android.dialer]
AppOpenAction[com.android.dialer] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.netease.cloudmusic]
AppOpenAction[com.netease.cloudmusic] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.netease.cloudmusic]
AppOpenAction[com.netease.cloudmusic] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.supercell.clashroyale]
AppOpenAction[com.supercell.clashroyale] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.google.android.gms]
null null null null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.incallui]
AppOpenAction[com.android.incallui] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.android.stk]
AppOpenAction[com.android.stk] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null null AppOpenAction[com.google.android.gms]
null null null null null null null null AppOpenAction[com.android.alarmclock]
AppOpenAction[com.android.alarmclock] null LocationChangedAction[] null null null null null AppOpenAction[com.android.alarmclock]
AppOpenAction[com.android.alarmclock] null LocationChangedAction[] null null null null null AppOpenAction[com.google.android.gms]
null null null null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.android.browser]
AppOpenAction[com.android.browser] null LocationChangedAction[] null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.android.settings]
AppOpenAction[com.android.settings] null LocationChangedAction[] null null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null null null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.android.calendar]
AppOpenAction[com.android.calendar] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.supercell.clashroyale]
AppOpenAction[com.supercell.clashroyale] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.baidu.tieba]
AppOpenAction[com.baidu.tieba] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction[<unknown] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
